Month,DayofMonth,DayOfWeek,FlightDate,AirlineID,Carrier,FlightNum,Origin,Dest,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,Cancelled,Diverted,ActualElapsedTime,AirTime,Distance,departure,arrival,origin_airport_code,departureDelay,lon_origin,lat_origin,dest_airport_code,arrivalDelay,lon_dest,lat_dest,Year,id
4,25,5,2008-04-25,19790,DL,1423,ATL,LAX,2130,2130,0.00,0.00,0,21.00,2151,2321,13.00,2326,2334,8.00,8.00,0,0,0,304.00,270.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-124665675
4,15,2,2008-04-15,19790,DL,1423,ATL,LAX,2130,2130,0.00,0.00,0,24.00,2154,2313,17.00,2326,2330,4.00,4.00,0,0,0,300.00,259.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,697317507
5,12,1,2008-05-12,19805,AA,203,MIA,LAX,1535,1601,26.00,26.00,1,12.00,1613,1826,10.00,1803,1836,33.00,33.00,1,0,0,335.00,313.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,652907791
4,12,6,2008-04-12,20437,FL,40,ATL,LAX,1820,1829,9.00,9.00,0,14.00,1843,2007,27.00,2020,2034,14.00,14.00,0,0,0,305.00,264.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,650244954
5,8,4,2008-05-08,19805,AA,203,MIA,LAX,1535,1542,7.00,7.00,0,13.00,1555,1812,11.00,1803,1823,20.00,20.00,1,0,0,341.00,317.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-1044561990
4,9,3,2008-04-09,19790,DL,75,ATL,LAX,1705,1714,9.00,9.00,0,14.00,1728,1919,5.00,1857,1924,27.00,27.00,1,0,0,310.00,291.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,276183212
5,24,6,2008-05-24,19805,AA,267,MIA,LAX,1610,1623,13.00,13.00,0,21.00,1644,1842,4.00,1845,1846,1.00,1.00,0,0,0,323.00,298.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,1812700291
4,10,4,2008-04-10,20437,FL,55,ATL,LAX,925,922,-3.00,0.00,0,13.00,935,1134,7.00,1125,1141,16.00,16.00,1,0,0,319.00,299.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,1455456715
4,20,7,2008-04-20,19790,DL,125,ATL,LAX,1605,1614,9.00,9.00,0,18.00,1632,1750,4.00,1746,1754,8.00,8.00,0,0,0,280.00,258.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1197766752
5,14,3,2008-05-14,19805,AA,203,MIA,LAX,1535,1539,4.00,4.00,0,16.00,1555,1800,6.00,1803,1806,3.00,3.00,0,0,0,327.00,305.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,1952283358
4,29,2,2008-04-29,19790,DL,885,ATL,LAX,1440,1446,6.00,6.00,0,14.00,1500,1616,4.00,1625,1620,-5.00,0.00,0,0,0,274.00,256.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,940057691
4,20,7,2008-04-20,19790,DL,110,ATL,LAX,834,912,38.00,38.00,1,32.00,944,1102,9.00,1019,1111,52.00,52.00,1,0,0,299.00,258.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,1628735831
4,20,7,2008-04-20,20437,FL,55,ATL,LAX,925,929,4.00,4.00,0,20.00,949,1133,8.00,1125,1141,16.00,16.00,1,0,0,312.00,284.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1961349442
4,23,3,2008-04-23,19790,DL,937,ATL,LAX,1110,1116,6.00,6.00,0,21.00,1137,1315,6.00,1255,1321,26.00,26.00,1,0,0,305.00,278.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-633266552
4,25,5,2008-04-25,19790,DL,937,ATL,LAX,1110,1106,-4.00,0.00,0,27.00,1133,1252,8.00,1255,1300,5.00,5.00,0,0,0,294.00,259.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1045740875
5,23,5,2008-05-23,19805,AA,203,MIA,LAX,1535,1532,-3.00,0.00,0,15.00,1547,1819,7.00,1803,1826,23.00,23.00,1,0,0,354.00,332.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,1108085398
4,11,5,2008-04-11,20437,FL,50,ATL,LAX,2020,2030,10.00,10.00,0,32.00,2102,2246,8.00,2220,2254,34.00,34.00,1,0,0,324.00,284.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-402094331
4,7,1,2008-04-07,20437,FL,41,ATL,LAX,2125,2134,9.00,9.00,0,15.00,2149,2344,8.00,2330,2352,22.00,22.00,1,0,0,318.00,295.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,38373468
9,15,1,2008-09-15,19386,NW,187,JFK,MSP,800,759,-1.00,0.00,0,31.00,830,1004,8.00,1017,1012,-5.00,0.00,0,0,0,193.00,154.00,1028.00,1,1,JFK,11.421935,-73.78,40.64,MSP,4.555891,-93.22,44.89,2008,39076348
4,30,3,2008-04-30,20437,FL,41,ATL,LAX,2130,2140,10.00,10.00,0,26.00,2206,2333,7.00,2330,2340,10.00,10.00,0,0,0,300.00,267.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1023090338
4,9,3,2008-04-09,20437,FL,40,ATL,LAX,1759,1755,-4.00,0.00,0,11.00,1806,2005,8.00,1959,2013,14.00,14.00,0,0,0,318.00,299.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-165322130
4,24,4,2008-04-24,19790,DL,1423,ATL,LAX,2130,2147,17.00,17.00,1,26.00,2213,2338,15.00,2326,2353,27.00,27.00,1,0,0,306.00,265.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-640431879
4,17,4,2008-04-17,20437,FL,54,ATL,LAX,1035,1030,-5.00,0.00,0,19.00,1049,1211,7.00,1235,1218,-17.00,0.00,0,0,0,288.00,262.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,1785468786
5,19,1,2008-05-19,19805,AA,267,MIA,LAX,1610,1616,6.00,6.00,0,27.00,1643,1847,4.00,1845,1851,6.00,6.00,0,0,0,335.00,304.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-575174469
4,15,2,2008-04-15,19790,DL,75,ATL,LAX,1735,1738,3.00,3.00,0,12.00,1750,1859,10.00,1923,1909,-14.00,0.00,0,0,0,271.00,249.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1956558703
4,17,4,2008-04-17,19790,DL,35,ATL,LAX,950,1043,53.00,53.00,1,15.00,1058,1216,6.00,1140,1222,42.00,42.00,1,0,0,279.00,258.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,1492212018
4,19,6,2008-04-19,19790,DL,943,ATL,LAX,1330,1332,2.00,2.00,0,17.00,1349,1531,6.00,1512,1537,25.00,25.00,1,0,0,305.00,282.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1851284677
4,22,2,2008-04-22,20437,FL,54,ATL,LAX,1035,1032,-3.00,0.00,0,12.00,1044,1222,8.00,1235,1230,-5.00,0.00,0,0,0,298.00,278.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,1669435529
4,7,1,2008-04-07,19790,DL,1423,ATL,LAX,2130,2209,39.00,39.00,1,27.00,2236,33,13.00,2331,46,75.00,75.00,1,0,0,337.00,297.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1652766821
4,16,3,2008-04-16,19790,DL,125,ATL,LAX,1605,1603,-2.00,0.00,0,18.00,1621,1740,7.00,1746,1747,1.00,1.00,0,0,0,284.00,259.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-72350945
4,25,5,2008-04-25,20437,FL,50,ATL,LAX,2020,2033,13.00,13.00,0,19.00,2052,2224,8.00,2220,2232,12.00,12.00,0,0,0,299.00,272.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-399743541
5,8,4,2008-05-08,19805,AA,283,MIA,LAX,1115,1114,-1.00,0.00,0,13.00,1127,1350,7.00,1343,1357,14.00,14.00,0,0,0,343.00,323.00,2342.00,1,1,MIA,9.350676,-80.29,25.79,LAX,6.927546,-118.41,33.94,2008,-555720716
4,26,6,2008-04-26,19790,DL,110,ATL,LAX,834,840,6.00,6.00,0,25.00,905,1036,6.00,1019,1042,23.00,23.00,1,0,0,302.00,271.00,1946.00,1,1,ATL,10.634748,-84.43,33.64,LAX,6.927546,-118.41,33.94,2008,-1697745316
9,17,3,2008-09-17,20409,B6,178,PHX,JFK,1130,1126,-4.00,0.00,0,13.00,1139,1910,7.00,1921,1917,-4.00,0.00,0,0,0,291.00,271.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,-2003606133
9,15,1,2008-09-15,20355,US,14,PHX,JFK,1214,1209,-5.00,0.00,0,20.00,1229,2001,10.00,2000,2011,11.00,11.00,0,0,0,302.00,272.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,50297574
9,26,5,2008-09-26,19790,DL,118,PHX,JFK,635,638,3.00,3.00,0,13.00,651,1422,14.00,1425,1436,11.00,11.00,0,0,0,298.00,271.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,1666052453
9,22,1,2008-09-22,20355,US,16,PHX,JFK,1516,1540,24.00,24.00,1,13.00,1553,2320,33.00,2300,2353,53.00,53.00,1,0,0,313.00,267.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,-1671695852
9,25,4,2008-09-25,20355,US,16,PHX,JFK,1516,1528,12.00,12.00,0,21.00,1549,2325,22.00,2300,2347,47.00,47.00,1,0,0,319.00,276.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,1335840493
9,8,1,2008-09-08,20355,US,14,PHX,JFK,1214,1207,-7.00,0.00,0,10.00,1217,1933,18.00,2000,1951,-9.00,0.00,0,0,0,284.00,256.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,-309015616
9,18,4,2008-09-18,20409,B6,178,PHX,JFK,1130,1123,-7.00,0.00,0,17.00,1140,1909,8.00,1921,1917,-4.00,0.00,0,0,0,294.00,269.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,1563882812
9,12,5,2008-09-12,19790,DL,118,PHX,JFK,635,752,77.00,77.00,1,16.00,808,1528,10.00,1425,1538,73.00,73.00,1,0,0,286.00,260.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,2141325404
9,19,5,2008-09-19,20355,US,16,PHX,JFK,1516,1521,5.00,5.00,0,20.00,1541,2318,11.00,2300,2329,29.00,29.00,1,0,0,308.00,277.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,1120023570
9,23,2,2008-09-23,20355,US,12,PHX,JFK,904,859,-5.00,0.00,0,22.00,921,1658,26.00,1700,1724,24.00,24.00,1,0,0,325.00,277.00,2153.00,1,1,PHX,8.996600,-112.01,33.44,JFK,10.002426,-73.78,40.64,2008,-1713285441
4,2,3,2008-04-02,19790,DL,675,BOS,ATL,1325,1325,0.00,0.00,0,19.00,1344,1613,7.00,1614,1620,6.00,6.00,0,0,0,175.00,149.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1580226498
4,22,2,2008-04-22,19790,DL,715,BOS,ATL,1530,1529,-1.00,0.00,0,17.00,1546,1751,9.00,1814,1800,-14.00,0.00,0,0,0,151.00,125.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1674391491
4,17,4,2008-04-17,20437,FL,281,BOS,ATL,1755,1752,-3.00,0.00,0,8.00,1800,2008,8.00,2040,2016,-24.00,0.00,0,0,0,144.00,128.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1257275223
4,23,3,2008-04-23,19790,DL,717,BOS,ATL,1630,1659,29.00,29.00,1,26.00,1725,1936,10.00,1923,1946,23.00,23.00,1,0,0,167.00,131.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-458575191
4,4,5,2008-04-04,20437,FL,492,BOS,ATL,1931,2154,143.00,143.00,1,17.00,2211,40,16.00,2220,56,156.00,156.00,1,0,0,182.00,149.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1613143590
4,21,1,2008-04-21,20437,FL,269,BOS,ATL,1250,1249,-1.00,0.00,0,9.00,1258,1503,10.00,1536,1513,-23.00,0.00,0,0,0,144.00,125.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1748658370
4,9,3,2008-04-09,20437,FL,492,BOS,ATL,1935,1931,-4.00,0.00,0,18.00,1949,2211,7.00,2220,2218,-2.00,0.00,0,0,0,167.00,142.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-114175891
4,14,1,2008-04-14,20437,FL,492,BOS,ATL,1935,1929,-6.00,0.00,0,26.00,1955,2203,8.00,2220,2211,-9.00,0.00,0,0,0,162.00,128.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,810857437
4,1,2,2008-04-01,19790,DL,671,BOS,ATL,1115,1119,4.00,4.00,0,21.00,1140,1401,11.00,1353,1412,19.00,19.00,1,0,0,173.00,141.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1920895099
4,7,1,2008-04-07,19790,DL,681,BOS,ATL,1635,1653,18.00,18.00,1,14.00,1707,1933,13.00,1928,1946,18.00,18.00,1,0,0,173.00,146.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,2057969070
4,20,7,2008-04-20,19790,DL,701,BOS,ATL,550,552,2.00,2.00,0,11.00,603,813,11.00,842,824,-18.00,0.00,0,0,0,152.00,130.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1797335274
4,23,3,2008-04-23,19790,DL,711,BOS,ATL,1220,1215,-5.00,0.00,0,26.00,1241,1455,13.00,1503,1508,5.00,5.00,0,0,0,173.00,134.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-2002887830
4,13,7,2008-04-13,20437,FL,270,BOS,ATL,600,551,-9.00,0.00,0,15.00,606,856,21.00,848,917,29.00,29.00,1,0,0,206.00,170.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1134555823
4,18,5,2008-04-18,19790,DL,709,BOS,ATL,1115,1127,12.00,12.00,0,11.00,1138,1356,9.00,1353,1405,12.00,12.00,0,0,0,158.00,138.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,575950957
4,6,7,2008-04-06,19790,DL,661,BOS,ATL,600,609,9.00,9.00,0,28.00,637,931,12.00,855,943,48.00,48.00,1,0,0,214.00,174.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-378909789
4,26,6,2008-04-26,19790,DL,713,BOS,ATL,1330,1327,-3.00,0.00,0,9.00,1336,1547,6.00,1619,1553,-26.00,0.00,0,0,0,146.00,131.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1064572474
4,5,6,2008-04-05,19790,DL,661,BOS,ATL,600,558,-2.00,0.00,0,23.00,621,906,13.00,855,919,24.00,24.00,1,0,0,201.00,165.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,896332916
4,16,3,2008-04-16,19790,DL,721,BOS,ATL,1855,1855,0.00,0.00,0,16.00,1911,2112,8.00,2139,2120,-19.00,0.00,0,0,0,145.00,121.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1463724063
4,13,7,2008-04-13,19790,DL,703,BOS,ATL,715,714,-1.00,0.00,0,17.00,731,1010,5.00,1002,1015,13.00,13.00,0,0,0,181.00,159.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,702952257
4,22,2,2008-04-22,19790,DL,719,BOS,ATL,1730,1728,-2.00,0.00,0,12.00,1740,1944,14.00,2022,1958,-24.00,0.00,0,0,0,150.00,124.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1937340043
4,20,7,2008-04-20,19790,DL,717,BOS,ATL,1630,1643,13.00,13.00,0,15.00,1658,1907,8.00,1923,1915,-8.00,0.00,0,0,0,152.00,129.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1346450653
4,25,5,2008-04-25,20437,FL,270,BOS,ATL,600,609,9.00,9.00,0,16.00,625,833,12.00,848,845,-3.00,0.00,0,0,0,156.00,128.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1599200375
4,9,3,2008-04-09,20437,FL,281,BOS,ATL,1754,1748,-6.00,0.00,0,13.00,1801,2030,11.00,2039,2041,2.00,2.00,0,0,0,173.00,149.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-1688780677
4,20,7,2008-04-20,19790,DL,721,BOS,ATL,1855,1917,22.00,22.00,1,13.00,1930,2134,10.00,2139,2144,5.00,5.00,0,0,0,147.00,124.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1583359642
4,10,4,2008-04-10,20437,FL,281,BOS,ATL,1754,1748,-6.00,0.00,0,13.00,1801,2013,35.00,2039,2048,9.00,9.00,0,0,0,180.00,132.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,638428305
4,18,5,2008-04-18,20437,FL,269,BOS,ATL,1250,1246,-4.00,0.00,0,15.00,1301,1515,11.00,1536,1526,-10.00,0.00,0,0,0,160.00,134.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1268089477
4,8,2,2008-04-08,20437,FL,270,BOS,ATL,600,555,-5.00,0.00,0,16.00,611,840,8.00,848,848,0.00,0.00,0,0,0,173.00,149.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-823523597
4,27,7,2008-04-27,20437,FL,281,BOS,ATL,1755,1822,27.00,27.00,1,18.00,1840,2053,8.00,2040,2101,21.00,21.00,1,0,0,159.00,133.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,1313103227
4,25,5,2008-04-25,19790,DL,707,BOS,ATL,1015,1009,-6.00,0.00,0,15.00,1024,1236,9.00,1253,1245,-8.00,0.00,0,0,0,156.00,132.00,946.00,1,1,BOS,9.105887,-71.01,42.36,ATL,8.413489,-84.43,33.64,2008,-79690847
1,15,2,2008-01-15,19805,AA,1186,STL,ORD,1235,1231,-4.00,0.00,0,8.00,1239,1330,6.00,1345,1336,-9.00,0.00,0,0,0,65.00,51.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,-813421726
1,22,2,2008-01-22,19805,AA,2245,STL,ORD,1655,1811,76.00,76.00,1,80.00,1931,2044,8.00,1815,2052,157.00,157.00,1,0,0,161.00,73.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1926218579
1,9,3,2008-01-09,19805,AA,1605,STL,ORD,1150,1146,-4.00,0.00,0,11.00,1157,1240,5.00,1259,1245,-14.00,0.00,0,0,0,59.00,43.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,705480183
1,22,2,2008-01-22,19805,AA,1184,STL,ORD,1005,1110,65.00,65.00,1,23.00,1133,1234,7.00,1115,1241,86.00,86.00,1,0,0,91.00,61.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,-1883813524
1,3,4,2008-01-03,19805,AA,2232,STL,ORD,2010,2050,40.00,40.00,1,11.00,2101,2143,8.00,2120,2151,31.00,31.00,1,0,0,61.00,42.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,642983343
1,11,5,2008-01-11,19805,AA,2245,STL,ORD,1655,1728,33.00,33.00,1,15.00,1743,1832,9.00,1815,1841,26.00,26.00,1,0,0,73.00,49.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,-1932721208
1,22,2,2008-01-22,19805,AA,640,STL,ORD,1455,1635,100.00,100.00,1,73.00,1748,1847,13.00,1610,1900,170.00,170.00,1,0,0,145.00,59.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,641099589
1,24,4,2008-01-24,19805,AA,392,STL,ORD,605,558,-7.00,0.00,0,19.00,617,704,5.00,715,709,-6.00,0.00,0,0,0,71.00,47.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1852934507
1,9,3,2008-01-09,19805,AA,1835,STL,ORD,1335,1332,-3.00,0.00,0,11.00,1343,1430,9.00,1450,1439,-11.00,0.00,0,0,0,67.00,47.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,963933025
1,4,5,2008-01-04,19805,AA,459,STL,ORD,725,724,-1.00,0.00,0,9.00,733,818,52.00,835,910,35.00,35.00,1,0,0,106.00,45.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,623675706
1,25,5,2008-01-25,19805,AA,1610,STL,ORD,830,828,-2.00,0.00,0,17.00,845,928,12.00,945,940,-5.00,0.00,0,0,0,72.00,43.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,-1164421768
1,13,7,2008-01-13,19805,AA,1496,STL,ORD,1600,1558,-2.00,0.00,0,11.00,1609,1700,12.00,1715,1712,-3.00,0.00,0,0,0,74.00,51.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1353987377
1,17,4,2008-01-17,19805,AA,1605,STL,ORD,1150,1301,71.00,71.00,1,12.00,1313,1410,11.00,1259,1421,82.00,82.00,1,0,0,80.00,57.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,353243963
1,23,3,2008-01-23,19805,AA,1610,STL,ORD,830,826,-4.00,0.00,0,9.00,835,922,9.00,945,931,-14.00,0.00,0,0,0,65.00,47.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1706341259
1,13,7,2008-01-13,19805,AA,2232,STL,ORD,2010,2006,-4.00,0.00,0,9.00,2015,2102,4.00,2120,2106,-14.00,0.00,0,0,0,60.00,47.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1415322607
1,25,5,2008-01-25,19805,AA,1496,STL,ORD,1600,1618,18.00,18.00,1,19.00,1637,1740,8.00,1715,1748,33.00,33.00,1,0,0,90.00,63.00,258.00,1,1,STL,8.479435,-90.36,38.75,ORD,9.747257,-87.91,41.98,2008,1732544112
5,22,4,2008-05-22,19805,AA,276,LAX,MIA,2300,2254,-6.00,0.00,0,15.00,2309,631,5.00,650,636,-14.00,0.00,0,0,0,282.00,262.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,1184845905
5,7,3,2008-05-07,19805,AA,231,LAX,MIA,600,600,0.00,0.00,0,22.00,622,1334,7.00,1347,1341,-6.00,0.00,0,0,0,281.00,252.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-949221149
5,4,7,2008-05-04,19805,AA,231,LAX,MIA,600,558,-2.00,0.00,0,18.00,616,1319,7.00,1347,1326,-21.00,0.00,0,0,0,268.00,243.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,1629885514
5,9,5,2008-05-09,19805,AA,231,LAX,MIA,600,600,0.00,0.00,0,22.00,622,1330,6.00,1347,1336,-11.00,0.00,0,0,0,276.00,248.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-288548636
5,12,1,2008-05-12,19805,AA,202,LAX,MIA,710,710,0.00,0.00,0,14.00,724,1438,18.00,1500,1456,-4.00,0.00,0,0,0,286.00,254.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-1302715707
5,3,6,2008-05-03,19805,AA,1520,LAX,MIA,1200,1158,-2.00,0.00,0,16.00,1214,1922,7.00,1950,1929,-21.00,0.00,0,0,0,271.00,248.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-108292276
5,16,5,2008-05-16,19805,AA,276,LAX,MIA,2300,2257,-3.00,0.00,0,13.00,2310,636,4.00,650,640,-10.00,0.00,0,0,0,283.00,266.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,1146671704
5,9,5,2008-05-09,19805,AA,1520,LAX,MIA,1200,1206,6.00,6.00,0,11.00,1217,1918,6.00,1950,1924,-26.00,0.00,0,0,0,258.00,241.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-1605737021
5,25,7,2008-05-25,19805,AA,252,LAX,MIA,1355,1418,23.00,23.00,1,15.00,1433,2146,5.00,2142,2151,9.00,9.00,0,0,0,273.00,253.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-1308788156
5,15,4,2008-05-15,19805,AA,280,LAX,MIA,820,815,-5.00,0.00,0,17.00,832,1616,9.00,1610,1625,15.00,15.00,1,0,0,310.00,284.00,2342.00,1,1,LAX,7.999641,-118.41,33.94,MIA,7.791123,-80.29,25.79,2008,-384589595
